,BAA10YM,BAA_YEILD_10Y_M_PCT_CHG,BAA_YEILD_10Y_Q_PCT_CHG,BAA_YEILD_10Y_A_PCT_CHG,BAA_YEILD_10Y_2A_PCT_CHG,BAA_YEILD_10Y_3A_PCT_CHG
1962-01-01,1.0,0.030000000000000027,0.1100000000000001,0.06000000000000005,-0.28,-0.37
1962-02-01,1.03,0.030000000000000027,0.1100000000000001,0.06000000000000005,-0.28,-0.37
1962-03-01,1.11,0.07766990291262132,0.1100000000000001,0.06000000000000005,-0.28,-0.37
1962-04-01,1.18,0.06306306306306286,0.14563106796116498,0.06000000000000005,-0.28,-0.37
1962-05-01,1.13,-0.0423728813559322,0.018018018018017834,0.06000000000000005,-0.28,-0.37
1962-06-01,1.11,-0.017699115044247593,-0.05932203389830493,0.06000000000000005,-0.28,-0.37
1962-07-01,1.04,-0.06306306306306309,-0.07964601769911495,0.06000000000000005,-0.28,-0.37
1962-08-01,1.08,0.03846153846153855,-0.027027027027027084,0.06000000000000005,-0.28,-0.37
1962-09-01,1.05,-0.02777777777777779,0.009615384615384581,0.06000000000000005,-0.28,-0.37
1962-10-01,1.06,0.00952380952380949,-0.01851851851851849,0.06000000000000005,-0.28,-0.37
1962-11-01,1.04,-0.018867924528301883,-0.00952380952380949,0.06000000000000005,-0.28,-0.37
1962-12-01,1.06,0.019230769230769162,0.0,0.06000000000000005,-0.28,-0.37
1963-01-01,1.08,0.018867924528301883,0.03846153846153855,0.04854368932038833,-0.28,-0.37
1963-02-01,0.97,-0.10185185185185197,-0.08490566037735858,-0.12612612612612628,-0.28,-0.37
1963-03-01,0.95,-0.020618556701030966,-0.12037037037037046,-0.19491525423728817,-0.28,-0.37
1963-04-01,0.9,-0.05263157894736836,-0.07216494845360821,-0.20353982300884943,-0.28,-0.37
1963-05-01,0.92,0.022222222222222143,-0.03157894736842093,-0.1711711711711712,-0.28,-0.37
1963-06-01,0.85,-0.07608695652173925,-0.05555555555555558,-0.1826923076923077,-0.28,-0.37
1963-07-01,0.82,-0.03529411764705881,-0.10869565217391308,-0.2407407407407408,-0.28,-0.37
1963-08-01,0.83,0.012195121951219523,-0.02352941176470591,-0.20952380952380956,-0.28,-0.37
1963-09-01,0.76,-0.0843373493975903,-0.07317073170731703,-0.28301886792452835,-0.28,-0.37
1963-10-01,0.72,-0.052631578947368474,-0.1325301204819277,-0.3076923076923077,-0.28,-0.37
1963-11-01,0.72,0.0,-0.052631578947368474,-0.3207547169811321,-0.28,-0.37
