,ASPUS_M,H_RATIO_M,HSN1F_M,PERMIT_M,STOCK_MKT_M,BAA10YM,US10Y_M,RPCE_M,LRUN_UEMP,GDP_M
1962-01-01,19300.0,4.7,591.0,1122,-1.194624191,1.0,4.08,4.3,6.536095784,7.3
1962-02-01,19300.0,4.7,591.0,1194,-10.52896725,1.03,4.04,4.53,6.202646759333333,6.1
1962-03-01,19300.0,4.7,591.0,1134,-10.52896725,1.11,3.93,4.77,5.869197734666667,4.9
1962-04-01,19300.0,4.7,591.0,1235,-10.52896725,1.18,3.84,5.0,5.53574871,3.7
1962-05-01,19300.0,4.7,591.0,1142,-6.587837838,1.13,3.87,4.4,5.437347585333334,4.133333333333334
1962-06-01,19300.0,4.7,591.0,1154,-6.587837838,1.11,3.91,3.8,5.338946460666667,4.566666666666666
1962-07-01,19300.0,4.7,591.0,1189,-6.587837838,1.04,4.01,3.2,5.240545336,5.0
1962-08-01,19300.0,4.7,591.0,1200,4.339963834,1.08,3.98,4.07,5.184514222333333,3.7666666666666666
1962-09-01,19300.0,4.7,591.0,1223,4.339963834,1.05,3.98,4.93,5.128483108666667,2.533333333333333
1962-10-01,19300.0,4.7,591.0,1181,4.339963834,1.06,3.93,5.8,5.072451995,1.3
1962-11-01,19300.0,4.7,591.0,1236,9.012131716,1.04,3.92,4.8,5.6051176719999996,2.3333333333333335
1962-12-01,19300.0,4.7,591.0,1236,9.012131716,1.06,3.86,3.8,6.137783349,3.366666666666667
1963-01-01,19300.0,4.7,591.0,1248,9.012131716,1.08,3.83,2.8,6.670449026,4.4
1963-02-01,19333.33333,6.6,464.0,1212,5.988341282,0.97,3.92,3.13,6.3950275560000005,4.466666666666667
1963-03-01,19366.66667,6.4,461.0,1258,5.988341282,0.95,3.93,3.47,6.119606086,4.533333333333333
1963-04-01,19400.0,5.3,605.0,1288,5.988341282,0.9,3.97,3.8,5.844184616000001,4.6
1963-05-01,19333.33333,5.1,586.0,1350,0.3,0.92,3.93,4.37,5.659712552,6.1
1963-06-01,19266.66667,6.0,526.0,1345,0.3,0.85,3.99,4.93,5.475240488,7.6
1963-07-01,19200.0,4.6,665.0,1321,0.3,0.82,4.02,5.5,5.2907684239999995,9.1
1963-08-01,19333.33333,5.6,570.0,1310,4.486540379,0.83,4.0,4.8,5.244212417666667,6.933333333333334
1963-09-01,19466.66667,5.4,590.0,1413,4.486540379,0.76,4.08,4.1,5.197656411333333,4.766666666666667
1963-10-01,19600.0,5.9,567.0,1414,4.486540379,0.72,4.11,3.4,5.151100405,2.6
1963-11-01,19600.0,5.5,579.0,1357,5.916030534,0.72,4.12,4.97,5.50854373,4.633333333333333
1963-12-01,19600.0,6.1,514.0,1423,5.916030534,0.72,4.13,6.53,5.865987055,6.666666666666666
1964-01-01,19600.0,5.8,549.0,1296,5.916030534,0.66,4.17,8.1,6.22343038,8.7
1964-02-01,19800.0,5.5,609.0,1442,3.333333333,0.68,4.15,7.83,5.951075045666666,7.266666666666667
1964-03-01,20000.0,5.8,562.0,1313,3.333333333,0.61,4.22,7.57,5.678719711333334,5.833333333333334
1964-04-01,20200.0,6.0,559.0,1264,3.333333333,0.62,4.23,7.3,5.406364377,4.4
1964-05-01,20300.0,6.2,523.0,1299,3.101087207,0.65,4.2,7.4,5.197236131666667,5.066666666666667
1964-06-01,20400.0,5.7,580.0,1280,3.101087207,0.68,4.17,7.5,4.988107886333333,5.733333333333333
1964-07-01,20500.0,5.5,575.0,1304,3.101087207,0.64,4.19,7.6,4.778979641,6.4
1964-08-01,20633.33333,5.4,582.0,1306,2.627442174,0.63,4.19,5.43,4.7112952733333335,4.666666666666667
1964-09-01,20766.66667,5.4,590.0,1265,2.627442174,0.62,4.2,3.27,4.643610905666667,2.9333333333333336
1964-10-01,20900.0,5.3,583.0,1230,2.627442174,0.62,4.19,1.1,4.575926538,1.2
1964-11-01,21100.0,5.6,548.0,1254,1.998541211,0.66,4.15,3.8,4.879424196666666,4.133333333333334
1964-12-01,21300.0,5.5,540.0,1164,1.998541211,0.63,4.18,6.5,5.182921855333333,7.066666666666667
1965-01-01,21500.0,5.6,533.0,1264,1.998541211,0.61,4.19,9.2,5.486419514,10.0
1965-02-01,21333.33333,5.5,559.0,1185,0.808066362,0.57,4.21,7.63,5.271750891333333,8.366666666666667
1965-03-01,21166.66667,5.4,556.0,1211,0.808066362,0.57,4.21,6.07,5.057082268666667,6.7333333333333325
1965-04-01,21000.0,5.6,555.0,1162,0.808066362,0.6,4.2,4.5,4.842413646000001,5.1
1965-05-01,21200.0,5.3,544.0,1207,-0.8725260690000001,0.6,4.21,5.33,4.633506745000001,6.466666666666666
1965-06-01,21400.0,4.7,614.0,1241,-0.8725260690000001,0.64,4.21,6.17,4.424599844,7.833333333333332
1965-07-01,21600.0,5.2,554.0,1237,-0.8725260690000001,0.68,4.2,7.0,4.2156929430000005,9.2
1965-08-01,21633.33333,4.6,615.0,1249,5.982539001,0.63,4.25,8.57,4.068893271666667,9.299999999999999
1965-09-01,21666.66667,4.9,587.0,1227,5.982539001,0.62,4.29,10.13,3.922093600333333,9.4
1965-10-01,21700.0,5.0,555.0,1279,5.982539001,0.58,4.35,11.7,3.7752939289999996,9.5
1965-11-01,22033.33333,4.6,616.0,1306,0.730722227,0.5,4.45,9.8,3.9364643339999996,9.7
1965-12-01,22366.66667,4.4,609.0,1315,0.730722227,0.4,4.62,7.9,4.097634739,9.9
1966-01-01,22700.0,4.7,599.0,1325,0.730722227,0.45,4.61,6.0,4.258805144,10.1
1966-02-01,22866.66667,4.9,541.0,1159,-4.104472552,0.29,4.83,4.33,4.188418512666667,7.199999999999999
1966-03-01,23033.33333,5.0,557.0,1234,-4.104472552,0.45,4.87,2.67,4.118031881333334,4.3
1966-04-01,23200.0,5.1,545.0,1145,-4.104472552,0.66,4.75,1.0,4.04764525,1.4
1966-05-01,23133.33333,5.3,499.0,1078,-7.612755967999999,0.7,4.78,2.23,3.9143688293333336,2.0666666666666664
1966-06-01,23066.66667,6.0,434.0,956,-7.612755967999999,0.77,4.81,3.47,3.781092408666667,2.7333333333333334
1966-07-01,23000.0,5.9,435.0,932,-7.612755967999999,0.66,5.02,4.7,3.647815988,3.4
1966-08-01,22933.33333,6.8,377.0,877,-2.122610639,0.61,5.22,3.7,3.5567097936666667,3.3666666666666667
1966-09-01,22866.66667,7.2,358.0,774,-2.122610639,0.91,5.18,2.7,3.4656035993333334,3.333333333333333
1966-10-01,22800.0,6.3,387.0,739,-2.122610639,1.09,5.01,1.7,3.374497405,3.3
1966-11-01,23200.0,6.2,382.0,736,10.40024683,0.97,5.16,1.9,3.632533622,3.4
1966-12-01,23600.0,6.3,369.0,743,10.40024683,1.34,4.84,2.1,3.8905698390000003,3.5
1967-01-01,24000.0,5.7,416.0,995,10.40024683,1.39,4.58,2.3,4.148606056,3.6
1967-02-01,24066.66667,5.7,408.0,907,6.0374886729999995,1.19,4.63,3.4,4.037146383666666,2.466666666666667
1967-03-01,24133.33333,5.4,439.0,955,6.0374886729999995,1.31,4.54,4.5,3.9256867113333334,1.3333333333333335
1967-04-01,24200.0,4.9,479.0,1035,6.0374886729999995,1.24,4.59,5.6,3.814227039,0.2
1967-05-01,24100.0,4.5,503.0,1076,3.8984283019999997,1.11,4.85,4.43,3.8473009263333333,1.4
1967-06-01,24000.0,4.6,499.0,1169,3.8984283019999997,1.13,5.02,3.27,3.8803748136666667,2.6
1967-07-01,23900.0,4.4,515.0,1177,3.8984283019999997,1.1,5.16,2.1,3.913448701,3.8
1967-08-01,24066.66667,4.4,504.0,1229,0.143277197,1.05,5.28,2.23,3.8382807563333334,3.533333333333333
1967-09-01,24233.33333,4.3,531.0,1279,0.143277197,1.1,5.3,2.37,3.7631128116666663,3.2666666666666666
1967-10-01,24400.0,4.1,566.0,1280,0.143277197,1.04,5.48,2.5,3.6879448669999997,3.0
1967-11-01,24733.33333,4.6,500.0,1297,-2.665140091,0.97,5.75,4.97,3.8077736326666662,4.8
1967-12-01,25066.66667,4.7,502.0,1315,-2.665140091,1.23,5.7,7.43,3.9276023983333332,6.6
1968-01-01,25400.0,4.7,494.0,1179,-2.665140091,1.31,5.53,9.9,4.047431164,8.4
1968-02-01,25833.33333,4.1,543.0,1342,7.38556565,1.24,5.56,8.67,3.885502648,7.9
1968-03-01,26266.66667,4.8,490.0,1370,7.38556565,1.11,5.74,7.43,3.723574132,7.4
1968-04-01,26700.0,4.9,501.0,1286,7.38556565,1.33,5.64,6.2,3.5616456160000003,6.9
1968-05-01,26666.66667,5.5,441.0,1297,2.14402109,1.16,5.87,6.7,3.587469310666667,5.633333333333334
1968-06-01,26633.33333,5.5,441.0,1300,2.14402109,1.35,5.72,7.2,3.6132930053333334,4.366666666666667
1968-07-01,26600.0,5.1,493.0,1344,2.14402109,1.48,5.5,7.7,3.6391167,3.1
1968-08-01,26733.33333,5.0,507.0,1357,5.839184476000001,1.4,5.42,5.73,3.4880547563333333,2.6
1968-09-01,26866.66667,5.1,501.0,1464,5.839184476000001,1.33,5.46,3.77,3.336992812666667,2.1
1968-10-01,27000.0,5.2,502.0,1421,5.839184476000001,1.26,5.58,1.8,3.185930869,1.6
1968-11-01,27200.0,5.6,469.0,1436,-4.065733047,1.31,5.7,2.7,3.339992897,3.2
1968-12-01,27400.0,5.2,511.0,1389,-4.065733047,1.2,6.03,3.6,3.494054925,4.800000000000001
1969-01-01,27600.0,5.5,480.0,1459,-4.065733047,1.28,6.04,4.5,3.648116953,6.4
1969-02-01,27766.66667,4.9,524.0,1495,-0.312882184,1.11,6.19,3.87,3.5877098183333334,4.666666666666667
1969-03-01,27933.33333,5.7,474.0,1438,-0.312882184,1.21,6.3,3.23,3.5273026836666665,2.9333333333333336
1969-04-01,28100.0,6.0,450.0,1441,-0.312882184,1.37,6.17,2.6,3.4668955489999997,1.2
1969-05-01,28100.0,6.1,447.0,1328,-7.892367237999999,1.2,6.32,2.4,3.553107164333333,1.7000000000000002
1969-06-01,28100.0,5.8,461.0,1349,-7.892367237999999,1.13,6.57,2.2,3.6393187796666666,2.2
1969-07-01,28100.0,6.3,436.0,1278,-7.892367237999999,1.12,6.72,2.0,3.725530395,2.7
1969-08-01,27766.66667,6.5,422.0,1317,0.721216658,1.17,6.69,2.4,3.6141553956666663,1.166666666666667
1969-09-01,27433.33333,6.9,396.0,1263,0.721216658,0.89,7.16,2.8,3.5027803963333333,-0.36666666666666625
1969-10-01,27100.0,7.0,401.0,1216,0.721216658,1.12,7.1,3.2,3.3914053969999998,-1.9
1969-11-01,27066.66667,6.2,441.0,1191,-5.8568105710000005,1.11,7.14,2.97,3.7760322139999998,-1.4666666666666666
1969-12-01,27033.33333,6.1,452.0,1155,-5.8568105710000005,1.0,7.65,2.73,4.160659031,-1.0333333333333332
1970-01-01,27000.0,5.5,461.0,1062,-5.8568105710000005,1.07,7.79,2.5,4.545285848,-0.6
1970-02-01,27100.0,7.2,373.0,1118,-12.30635244,1.54,7.24,2.27,4.612217728666667,-0.2
1970-03-01,27200.0,6.8,389.0,1132,-12.30635244,1.56,7.07,2.03,4.679149609333333,0.19999999999999996
1970-04-01,27300.0,6.0,445.0,1224,-12.30635244,1.31,7.39,1.8,4.74608149,0.6
1970-05-01,26866.66667,5.7,466.0,1328,-1.465822788,1.07,7.91,2.37,4.920886091333333,1.6333333333333333
1970-06-01,26433.33333,5.5,485.0,1322,-1.465822788,1.41,7.84,2.93,5.0956906926666665,2.666666666666667
1970-07-01,26000.0,5.4,481.0,1324,-1.465822788,1.94,7.46,3.5,5.270495294,3.7
1970-08-01,26100.0,5.1,515.0,1394,9.626152547,1.91,7.53,1.97,5.337555006333333,1.0666666666666669
1970-09-01,26200.0,4.7,564.0,1426,9.626152547,2.0,7.39,0.43,5.404614718666667,-1.5666666666666664
1970-10-01,26300.0,4.8,545.0,1564,9.626152547,2.0,7.33,-1.1,5.471674431,-4.2
1970-11-01,26633.33333,4.6,570.0,1502,13.27608894,2.54,6.84,1.9,5.832970809333333,0.9666666666666668
1970-12-01,26966.66667,4.7,582.0,1767,13.27608894,2.73,6.39,4.9,6.194267187666667,6.133333333333334
1971-01-01,27300.0,4.3,618.0,1643,13.27608894,2.5,6.24,7.9,6.555563566,11.3
1971-02-01,27733.33333,4.4,618.0,1588,5.179915655,2.28,6.11,6.5,6.343092205666666,8.266666666666667
1971-03-01,28166.66667,4.0,681.0,1759,5.179915655,2.76,5.7,5.1,6.1306208453333335,5.233333333333333
1971-04-01,28600.0,4.2,662.0,1745,5.179915655,2.62,5.83,3.7,5.918149485,2.2
1971-05-01,28500.0,4.6,618.0,1972,-2.597070186,2.23,6.39,3.53,5.970172443666667,2.566666666666667
1971-06-01,28400.0,4.7,646.0,1903,-2.597070186,2.23,6.52,3.37,6.022195402333334,2.933333333333333
1971-07-01,28300.0,4.1,706.0,2069,-2.597070186,2.03,6.73,3.2,6.074218361000001,3.3
1971-08-01,28266.66667,4.7,659.0,2004,-2.336051034,2.18,6.58,4.4,5.922175011666667,2.5
1971-09-01,28233.33333,5.2,625.0,1996,-2.336051034,2.45,6.14,5.6,5.770131662333333,1.7
1971-10-01,28200.0,5.0,647.0,2026,-2.336051034,2.55,5.93,6.8,5.6180883129999994,0.9
1971-11-01,28466.66667,4.9,710.0,2079,9.962300604,2.57,5.81,6.33,5.887639434333333,3.133333333333333
1971-12-01,28733.33333,5.1,689.0,2133,9.962300604,2.45,5.93,5.87,6.157190555666667,5.366666666666666
1972-01-01,29000.0,5.2,698.0,2238,9.962300604,2.28,5.95,5.4,6.426741677000001,7.6
1972-02-01,29133.33333,5.4,711.0,2169,2.706946137,2.15,6.08,6.2,6.177483500666667,8.2
1972-03-01,29266.66667,6.1,640.0,2105,2.706946137,2.17,6.07,7.0,5.928225324333334,8.8
1972-04-01,29400.0,5.8,684.0,2139,2.706946137,2.05,6.19,7.8,5.678967148,9.4
1972-05-01,29700.0,6.1,677.0,2067,-0.010538872,2.1,6.13,7.3,5.671578840666666,7.533333333333333
1972-06-01,30000.0,6.3,687.0,2183,-0.010538872,2.09,6.11,6.8,5.6641905333333336,5.666666666666666
1972-07-01,30300.0,6.3,681.0,2195,-0.010538872,2.12,6.11,6.3,5.656802226,3.8
1972-08-01,30733.33333,6.0,773.0,2263,3.831964255,1.98,6.21,7.43,5.435032676666666,4.833333333333333
1972-09-01,31166.66667,6.2,767.0,2393,3.831964255,1.54,6.55,8.57,5.213263127333334,5.866666666666667
1972-10-01,31600.0,5.7,843.0,2354,3.831964255,1.58,6.48,9.7,4.991493578,6.9
1972-11-01,32000.0,6.8,735.0,2234,-0.636120325,1.71,6.28,8.97,5.163624399666666,8.033333333333333
1972-12-01,32400.0,6.5,772.0,2419,-0.636120325,1.57,6.36,8.23,5.335755221333333,9.166666666666668
1973-01-01,32800.0,6.5,781.0,2271,-0.636120325,1.44,6.46,7.5,5.507886042999999,10.3
1973-02-01,33566.66667,6.8,737.0,2226,-8.335227098999999,1.33,6.64,4.93,5.313588761333333,8.333333333333334
1973-03-01,34333.33333,7.0,725.0,2062,-8.335227098999999,1.32,6.71,2.37,5.119291479666667,6.366666666666667
1973-04-01,35100.0,7.7,661.0,1908,-8.335227098999999,1.42,6.67,-0.2,4.924994198,4.4
1973-05-01,35366.66667,7.5,660.0,1931,-1.397201104,1.21,6.85,0.33,4.906956197333334,2.233333333333334
1973-06-01,35633.33333,7.8,650.0,2051,-1.397201104,1.23,6.9,0.87,4.888918196666666,0.06666666666666732
1973-07-01,35900.0,8.7,601.0,1819,-1.397201104,1.11,7.13,1.4,4.870880196,-2.1
1973-08-01,36133.33333,9.4,566.0,1809,-2.322582009,1.13,7.4,0.53,4.747000977666667,-0.1333333333333333
1973-09-01,36366.66667,9.5,561.0,1704,-2.322582009,1.54,7.09,-0.33,4.623121759333333,1.8333333333333335
1973-10-01,36600.0,9.4,565.0,1411,-2.322582009,1.62,6.79,-1.2,4.499242541,3.8
1973-11-01,37066.66667,9.6,547.0,1402,-6.516579356,1.69,6.73,-1.97,4.881994161333334,1.4
1973-12-01,37533.33333,10.1,519.0,1288,-6.516579356,1.74,6.74,-2.73,5.264745781666667,-1.0
1974-01-01,38000.0,9.7,523.0,1331,-6.516579356,1.49,6.99,-3.5,5.647497402000001,-3.4
1974-02-01,38200.0,9.6,539.0,1360,-6.418873945,1.57,6.96,-1.83,5.4921457123333335,-1.9333333333333331
1974-03-01,38400.0,8.8,572.0,1440,-6.418873945,1.41,7.21,-0.17,5.336794022666667,-0.46666666666666634
1974-04-01,38600.0,9.1,544.0,1254,-6.418873945,1.36,7.51,1.5,5.181442333,1.0
1974-05-01,38733.33333,8.0,590.0,1138,-17.313709399999997,1.47,7.58,1.57,5.334998861,-0.5666666666666667
1974-06-01,38866.66667,8.9,534.0,1086,-17.313709399999997,1.73,7.54,1.63,5.488555389,-2.1333333333333333
1974-07-01,39000.0,8.8,534.0,1002,-17.313709399999997,1.67,7.81,1.7,5.642111917,-3.7
1974-08-01,39100.0,9.3,492.0,917,-7.412919533999999,1.73,8.04,-0.77,5.840468893000001,-2.966666666666667
1974-09-01,39200.0,9.1,511.0,840,-7.412919533999999,2.14,8.04,-3.23,6.038825869,-2.2333333333333334
1974-10-01,39300.0,9.8,448.0,824,-7.412919533999999,2.58,7.9,-5.7,6.237182845,-1.5
1974-11-01,39833.33333,9.7,450.0,783,13.97952866,2.92,7.68,-2.67,7.226561452333334,-2.5999999999999996
1974-12-01,40366.66667,10.3,417.0,869,13.97952866,3.2,7.43,0.37,8.215940059666668,-3.6999999999999997
1975-01-01,40900.0,9.9,416.0,726,13.97952866,3.31,7.5,3.4,9.205318667,-4.8
1975-02-01,41466.66667,10.4,422.0,729,13.16092369,3.26,7.39,4.5,9.057272586333333,-2.2333333333333334
1975-03-01,42033.33333,8.9,477.0,709,13.16092369,2.75,7.73,5.6,8.909226505666666,0.33333333333333304
1975-04-01,42600.0,7.2,543.0,866,13.16092369,2.35,8.23,6.7,8.761180425,2.9
1975-05-01,42466.66667,6.8,579.0,914,-1.176618643,2.63,8.06,6.4,8.649737940666666,4.266666666666667
1975-06-01,42333.33333,7.2,557.0,946,-1.176618643,2.76,7.86,6.1,8.538295456333334,5.633333333333333
1975-07-01,42200.0,7.0,569.0,1020,-1.176618643,2.49,8.06,5.8,8.426852972,7.0
1975-08-01,42933.33333,6.8,566.0,994,0.762682188,2.19,8.4,5.33,8.235403858,6.5
1975-09-01,43666.66667,7.3,556.0,1064,0.762682188,2.18,8.43,4.87,8.043954744,6.0
1975-10-01,44400.0,6.6,609.0,1096,0.762682188,2.48,8.14,4.4,7.85250563,5.5
1975-11-01,44933.33333,5.8,680.0,1110,12.5759806,2.51,8.05,5.67,8.098417165333332,6.766666666666667
1975-12-01,45466.66667,5.8,669.0,1091,12.5759806,2.56,8.0,6.93,8.344328700666667,8.033333333333333
1976-01-01,46000.0,6.4,603.0,1195,12.5759806,2.67,7.74,8.2,8.590240236,9.3
1976-02-01,46600.0,5.9,644.0,1190,2.089359721,2.45,7.79,6.7,8.211034282,7.200000000000001
1976-03-01,47200.0,6.8,591.0,1164,2.089359721,2.39,7.73,5.2,7.831828327999999,5.1000000000000005
1976-04-01,47800.0,6.4,611.0,1132,2.089359721,2.38,7.56,3.7,7.452622374,3.0
1976-05-01,47900.0,7.0,570.0,1194,2.936424469,1.96,7.9,3.9,7.531402131,2.7333333333333334
1976-06-01,48000.0,6.9,591.0,1188,2.936424469,2.03,7.86,4.1,7.610181888,2.466666666666667
1976-07-01,48100.0,6.4,664.0,1245,2.936424469,1.99,7.83,4.3,7.688961645,2.2
1976-08-01,48833.33333,6.2,648.0,1309,-1.319924464,1.87,7.77,4.63,7.597449192333333,2.4333333333333336
1976-09-01,49566.66667,6.2,696.0,1481,-1.319924464,1.81,7.59,4.97,7.505936739666667,2.6666666666666665
1976-10-01,50300.0,5.8,708.0,1425,-1.319924464,1.88,7.41,5.3,7.414424287,2.9
1976-11-01,50733.33333,6.0,735.0,1531,0.567471221,1.94,7.29,5.13,7.708066312000001,3.533333333333333
1976-12-01,51166.66667,5.6,767.0,1511,0.567471221,2.25,6.87,4.97,8.001708337,4.166666666666666
1977-01-01,51600.0,5.3,825.0,1466,0.567471221,1.87,7.21,4.8,8.295350362,4.8
1977-02-01,52500.0,5.1,839.0,1560,-2.23124173,1.73,7.39,3.93,7.867646201,5.866666666666666
1977-03-01,53400.0,5.0,872.0,1660,-2.23124173,1.66,7.46,3.07,7.43994204,6.933333333333334
1977-04-01,54300.0,5.5,799.0,1660,-2.23124173,1.7,7.37,2.2,7.012237879,8.0
1977-05-01,54200.0,5.4,807.0,1668,-0.6587964070000001,1.55,7.46,2.73,6.974455240333333,7.8
1977-06-01,54100.0,5.5,805.0,1752,-0.6587964070000001,1.63,7.28,3.27,6.936672601666666,7.6000000000000005
1977-07-01,54000.0,6.1,755.0,1687,-0.6587964070000001,1.54,7.33,3.8,6.898889962999999,7.4
1977-08-01,55166.666670000006,5.8,808.0,1780,-3.7485028380000003,1.42,7.4,4.6,6.707106976666666,4.933333333333334
1977-09-01,56333.333329999994,5.9,842.0,1674,-3.7485028380000003,1.46,7.34,5.4,6.515323990333333,2.466666666666667
1977-10-01,57500.0,6.1,819.0,1758,-3.7485028380000003,1.37,7.52,6.2,6.323541004,0.0
1977-11-01,58100.0,6.0,829.0,1771,-4.045171828,1.37,7.58,4.9,6.525854732333333,0.43333333333333335
1977-12-01,58700.0,6.0,835.0,1754,-4.045171828,1.3,7.69,3.6,6.728168460666667,0.8666666666666667
1978-01-01,59300.0,5.9,795.0,1740,-4.045171828,1.21,7.96,2.3,6.930482189,1.3
1978-02-01,60066.666670000006,6.3,791.0,1736,8.249455665,1.17,8.03,4.47,6.587567300333333,6.333333333333332
1978-03-01,60833.333329999994,6.1,814.0,1799,8.249455665,1.18,8.04,6.63,6.244652411666666,11.366666666666665
1978-04-01,61600.0,5.8,864.0,1948,8.249455665,1.17,8.15,8.8,5.9017375229999995,16.4
1978-05-01,62233.333329999994,5.9,857.0,1766,6.609134424,1.14,8.35,6.43,5.952938428666666,12.299999999999999
1978-06-01,62866.666670000006,6.2,834.0,1983,6.609134424,1.14,8.46,4.07,6.004139334333333,8.2
1978-07-01,63500.0,6.6,789.0,1786,6.609134424,0.96,8.64,1.7,6.05534024,4.1
1978-08-01,64466.666670000006,6.6,756.0,1691,-5.179488196,1.07,8.41,2.23,5.919971125999999,4.566666666666666
1978-09-01,65433.333329999994,5.9,812.0,1751,-5.179488196,1.0,8.42,2.77,5.784602012,5.033333333333333
1978-10-01,66400.0,5.7,872.0,1781,-5.179488196,0.95,8.64,3.3,5.649232897999999,5.5
1978-11-01,67033.33333,6.5,798.0,1795,2.5863395909999998,1.02,8.81,2.9,5.895741601,3.9000000000000004
1978-12-01,67666.66667,6.1,805.0,1818,2.5863395909999998,0.93,9.01,2.5,6.142250304,2.3000000000000003
1979-01-01,68300.0,6.6,754.0,1461,2.5863395909999998,1.03,9.1,2.1,6.388759007000001,0.7
1979-02-01,69666.66667,6.8,723.0,1492,2.564882474,0.98,9.1,1.3,6.150912303666668,0.6
1979-03-01,71033.33333,6.6,793.0,1720,2.564882474,1.14,9.12,0.5,5.913065600333334,0.5
1979-04-01,72400.0,6.8,748.0,1597,2.564882474,1.15,9.18,-0.3,5.675218897000001,0.4
1979-05-01,73000.0,7.1,727.0,1684,5.924106882999999,1.22,9.25,1.13,5.749758524666667,1.2666666666666666
1979-06-01,73600.0,7.4,700.0,1640,5.924106882999999,1.47,8.91,2.57,5.824298152333333,2.1333333333333333
1979-07-01,74200.0,7.1,715.0,1534,5.924106882999999,1.34,8.95,4.0,5.89883778,3.0
1979-08-01,73700.0,6.9,729.0,1591,-0.78444611,1.32,9.03,3.0,5.8433888776666665,2.3333333333333335
1979-09-01,73200.0,7.4,727.0,1638,-0.78444611,1.21,9.33,2.0,5.787939975333333,1.6666666666666667
1979-10-01,72700.0,7.4,670.0,1481,-0.78444611,1.1,10.3,1.0,5.732491072999999,1.0
1979-11-01,73000.0,8.3,597.0,1276,5.233265741,1.34,10.65,0.47,6.110218408333333,1.1
1979-12-01,73300.0,8.6,559.0,1254,5.233265741,1.67,10.39,-0.07,6.487945743666666,1.2
1980-01-01,73600.0,7.9,592.0,1280,5.233265741,1.62,10.8,-0.6,6.865673079,1.3
1980-02-01,73866.66667,8.6,541.0,1199,-2.212107931,1.16,12.41,-3.3,7.011239384666666,-1.8
1980-03-01,74133.33333,9.8,474.0,988,-2.212107931,1.7,12.75,-6.0,7.156805690333334,-4.9
1980-04-01,74400.0,11.6,370.0,808,-2.212107931,2.72,11.47,-8.7,7.302371996000001,-8.0
1980-05-01,75433.33333,9.2,469.0,861,14.72050968,2.99,10.18,-4.3,7.420744964333334,-5.5
1980-06-01,76466.66667,7.6,552.0,1118,14.72050968,2.93,9.78,0.1,7.539117932666667,-3.0
1980-07-01,77500.0,6.5,636.0,1259,14.72050968,2.4,10.25,4.5,7.657490901,-0.5
1980-08-01,78333.33333,6.0,659.0,1367,8.21181619,2.05,11.1,4.83,7.504104389666667,2.233333333333333
1980-09-01,79166.66667,7.3,596.0,1484,8.21181619,2.19,11.51,5.17,7.350717878333334,4.966666666666666
1980-10-01,80000.0,7.3,561.0,1366,8.21181619,2.48,11.75,5.5,7.197331367,7.7
1980-11-01,80300.0,7.4,562.0,1383,-1.6463377730000002,1.96,12.68,4.1,7.498117763000001,7.833333333333333
1980-12-01,80600.0,7.6,532.0,1249,-1.6463377730000002,2.3,12.84,2.7,7.798904159,7.966666666666667
1981-01-01,80900.0,8.0,511.0,1221,-1.6463377730000002,2.46,12.57,1.3,8.099690555,8.1
1981-02-01,82033.33333,8.1,510.0,1199,1.9747642580000002,2.18,13.19,0.87,7.866511437000001,4.433333333333334
1981-03-01,83166.66667,7.7,514.0,1183,1.9747642580000002,2.22,13.12,0.43,7.633332319,0.7666666666666666
1981-04-01,84300.0,8.6,470.0,1190,1.9747642580000002,1.88,13.68,0.4,7.400153201,-2.9
1981-05-01,84133.33333,8.4,467.0,1173,-5.2418856819999995,1.85,14.1,0.63,7.402879945666667,-0.2999999999999998
1981-06-01,83966.66667,9.2,415.0,976,-5.2418856819999995,2.33,13.47,1.27,7.405606690333333,2.3000000000000003
1981-07-01,83800.0,9.0,431.0,935,-5.2418856819999995,1.89,14.28,1.9,7.408333435,4.9
1981-08-01,83766.66667,9.8,378.0,889,-2.693367112,1.4,14.94,0.37,7.624537666666667,1.833333333333334
1981-09-01,83733.33333,11.3,338.0,847,-2.693367112,1.6,15.32,-1.17,7.8407418983333335,-1.2333333333333325
1981-10-01,83700.0,10.3,356.0,731,-2.693367112,1.96,15.15,-2.7,8.05694613,-4.3
1981-11-01,82866.66667,9.1,382.0,748,-6.942264669,3.0,13.39,-0.8,8.592996494,-4.8999999999999995
1981-12-01,82033.33333,7.1,457.0,796,-6.942264669,2.83,13.72,1.1,9.129046858,-5.5
1982-01-01,81200.0,8.9,368.0,794,-6.942264669,2.51,14.59,3.0,9.665097222,-6.1
1982-02-01,82700.0,9.2,365.0,808,-0.406950617,2.75,14.43,2.4,9.608050307000001,-3.4666666666666663
1982-03-01,84200.0,8.7,374.0,891,-0.406950617,2.96,13.86,1.8,9.551003392,-0.833333333333333
1982-04-01,85700.0,9.4,339.0,888,-0.406950617,2.91,13.87,1.2,9.493956477000001,1.8
1982-05-01,85100.0,8.3,384.0,953,-0.6051258420000001,3.02,13.62,1.7,9.615738873333335,0.7000000000000002
1982-06-01,84500.0,8.3,370.0,913,-0.6051258420000001,2.62,14.3,2.2,9.737521269666667,-0.3999999999999997
1982-07-01,83900.0,8.2,375.0,1044,-0.6051258420000001,2.85,13.95,2.7,9.859303666,-1.5
