,GDP_M,RGDP_M_PCT_CHG,RGDP_Q_PCT_CHG,RGDP_A_PCT_CHG,RGDP_2A_PCT_CHG,RGDP_3A_PCT_CHG
1962-01-01,7.3,-0.1643835616438356,-0.3287671232876712,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1962-02-01,6.1,-0.1643835616438356,-0.3287671232876712,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1962-03-01,4.9,-0.19672131147540972,-0.3287671232876712,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1962-04-01,3.7,-0.24489795918367352,-0.39344262295081955,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1962-05-01,4.133333333333334,0.11711711711711725,-0.15646258503401356,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1962-06-01,4.566666666666666,0.10483870967741926,0.23423423423423406,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1962-07-01,5.0,0.0948905109489051,0.20967741935483852,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1962-08-01,3.7666666666666666,-0.2466666666666667,-0.17518248175182483,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1962-09-01,2.533333333333333,-0.32743362831858414,-0.4933333333333334,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1962-10-01,1.3,-0.48684210526315785,-0.654867256637168,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1962-11-01,2.3333333333333335,0.7948717948717949,-0.07894736842105254,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1962-12-01,3.366666666666667,0.44285714285714306,1.5897435897435899,-0.5388127853881277,-0.08675799086757996,-0.031963470319634646
1963-01-01,4.4,0.30693069306930676,0.8857142857142857,-0.2786885245901638,-0.08675799086757996,-0.031963470319634646
1963-02-01,4.466666666666667,0.015151515151515138,0.3267326732673266,-0.08843537414965985,-0.08675799086757996,-0.031963470319634646
1963-03-01,4.533333333333333,0.014925373134328401,0.030303030303030276,0.22522522522522515,-0.08675799086757996,-0.031963470319634646
1963-04-01,4.6,0.014705882352941124,0.02985074626865658,0.11290322580645151,-0.08675799086757996,-0.031963470319634646
1963-05-01,6.1,0.32608695652173925,0.34558823529411753,0.33576642335766427,-0.08675799086757996,-0.031963470319634646
1963-06-01,7.6,0.24590163934426235,0.6521739130434783,0.52,-0.08675799086757996,-0.031963470319634646
1963-07-01,9.1,0.19736842105263164,0.4918032786885247,1.415929203539823,-0.08675799086757996,-0.031963470319634646
1963-08-01,6.933333333333334,-0.23809523809523803,-0.08771929824561397,1.736842105263158,-0.08675799086757996,-0.031963470319634646
1963-09-01,4.766666666666667,-0.3125,-0.47619047619047616,2.6666666666666665,-0.08675799086757996,-0.031963470319634646
1963-10-01,2.6,-0.4545454545454545,-0.625,0.11428571428571432,-0.08675799086757996,-0.031963470319634646
1963-11-01,4.633333333333333,0.7820512820512817,-0.027972027972028024,0.3762376237623759,-0.08675799086757996,-0.031963470319634646
1963-12-01,6.666666666666666,0.4388489208633093,1.5641025641025639,0.5151515151515149,-0.08675799086757996,-0.031963470319634646
1964-01-01,8.7,0.30499999999999994,0.8776978417266188,0.9477611940298505,0.42622950819672134,-0.031963470319634646
1964-02-01,7.266666666666667,-0.16475095785440608,0.09000000000000008,0.6029411764705883,0.48299319727891143,-0.031963470319634646
1964-03-01,5.833333333333334,-0.19724770642201828,-0.32950191570881215,0.2681159420289858,0.5765765765765767,-0.031963470319634646
1964-04-01,4.4,-0.24571428571428577,-0.39449541284403666,-0.2786885245901638,0.06451612903225801,-0.031963470319634646
