,LRUN_UEMP,UEMP_M_PCT_CHG,UEMP_Q_PCT_CHG,UEMP_A_PCT_CHG,UEMP_2A_PCT_CHG,UEMP_3A_PCT_CHG
2004-02-01,5.971687276,-0.032898733824232695,-0.0025655544453908607,-0.040595893433980845,0.0012894908084872814,0.3306384067223127
2004-03-01,5.768543141,-0.034017878969722415,-0.06579746764846539,-0.060093125615564236,-0.008570161700062418,0.30693808778977716
2004-04-01,5.565399006,-0.03521584740454664,-0.06803575793944505,-0.0913061533233821,-0.038295030026881616,0.2231794951360786
2004-05-01,5.528837713666666,-0.006569392831298759,-0.041553893500357875,-0.0953937098666573,-0.039401525340108434,0.17983655893482475
2004-06-01,5.492276421333333,-0.006612835143082196,-0.013138785662597408,-0.09949834558965576,-0.04052015799393083,0.1389412604592004
2004-07-01,5.455715129,-0.006656855833279018,-0.013225670286164504,-0.08100025527078525,-0.04047227937762521,0.09704522866880838
2004-08-01,5.369097595666666,-0.015876476554451235,-0.02242764497216676,-0.07012985489955992,-0.049287270141452066,0.0478467043118056
2004-09-01,5.282480062333333,-0.0161326054872315,-0.03175295310890247,-0.05862967934648622,-0.05822292262239348,0.0014618933000700718
2004-10-01,5.195862528999999,-0.016397133980866063,-0.032265210974463,-0.10404783665649775,-0.11517178494133873,-0.07242759086636719
2004-11-01,5.3642555053333325,0.03240905150847828,0.015480501967834792,-0.10402320676120214,-0.1256715118891386,-0.09515548790951889
2004-12-01,5.532648481666667,0.031391677030654375,0.06481810301695679,-0.10400007491529772,-0.13530769865196113,-0.11550854482620831
2005-01-01,5.701041458,0.030436232645419503,0.06278335406130875,-0.045321498848025055,-0.09670535640820843,-0.06686938208232307
2005-02-01,5.4972275239999995,-0.03575029852028144,-0.00640217027776846,-0.047033646168236354,-0.11682202742772207,-0.07826450147749486
2005-03-01,5.29341359,-0.03707576830505577,-0.07150059704056266,-0.04887078459366079,-0.13750912481890454,-0.09022988104434593
2005-04-01,5.089599656,-0.03850330803265278,-0.07415153661011165,-0.07944491779545626,-0.16899257636899234,-0.12051350153479479
2005-05-01,5.066319851,-0.004573995318581825,-0.04290118940054333,-0.07755555941773329,-0.171069030709059,-0.11976090219110691
